ICD-9-CM CODE,CCS CATEGORY,CCS CATEGORY DESCRIPTION,ICD-9-CM CODE DESCRIPTION
77.73,142,Excis bone,EXCIS RADIUS/ULNA-GRAFT
77.74,142,Excis bone,EXCIS METACAR/CAR-GRAFT
77.75,142,Excis bone,EXCISE FEMUR FOR GRAFT
77.76,142,Excis bone,EXCISE PATELLA FOR GRAFT
77.77,142,Excis bone,EXCISE TIB/FIB FOR GRAFT
77.78,142,Excis bone,EXCIS METATAR/TAR-GRAFT
77.79,142,Excis bone,EXCISE BONE FOR GFT NEC
77.80,142,Excis bone,OTH PART OSTECTOMY NOS
77.81,142,Excis bone,OTH CHEST CAGE OSTECTOMY
77.82,142,Excis bone,PARTIAL HUMERECTOMY NEC
77.83,142,Excis bone,PART OSTECT-RADIUS/ULNA
77.84,142,Excis bone,PART OSTECT-METACAR/CAR
77.85,142,Excis bone,PART OSTECTOMY-FEMUR
77.86,142,Excis bone,PARTIAL PATELLECTOMY
77.87,142,Excis bone,PART OSTECT-TIBIA/FIBULA
77.88,142,Excis bone,PART OSTECT-METATAR/TAR
77.89,142,Excis bone,PARTIAL OSTECTOMY NEC
77.51,143,Bunionectomy,BUNIONECT/SFT/OSTEOTOMY
77.52,143,Bunionectomy,BUNIONECT/SFT/ARTHRODES
77.53,143,Bunionectomy,OTH BUNIONECT
77.54,143,Bunionectomy,EXC (CORRECT) BUNIONETTE(Begin 1989)
77.56,143,Bunionectomy,REPAIR OF HAMMER TOE (Begin 1989)
77.57,143,Bunionectomy,REPAIR OF CLAW TOE (Begin 1989)
77.58,143,Bunionectomy,OTH EXC; FUS; REPAIR TOE (Begin 1989)
77.59,143,Bunionectomy,BUNIONECTOMY NEC
76.70,144,Rx,FACE FX
76.71,144,Rx,FACE FX
76.72,144,Rx,FACE FX
76.73,144,Rx,FACE FX
76.74,144,Rx,FACE FX
76.75,144,Rx,FACE FX
76.76,144,Rx,FACE FX
76.77,144,Rx,FACE FX
76.78,144,Rx,FACE FX
76.79,144,Rx,FACE FX
76.93,144,Rx,FACE FX
76.94,144,Rx,FACE FX
76.97,144,Rx,FACE FX
76.99,144,Rx,FACE FX
78.53,145,Rx fx radius,INT FIXATION-RADIUS/ULNA
78.63,145,Rx fx radius,REMOV IMP DEV-RADIUS/ULN
79.02,145,Rx fx radius,CL FX REDUC-RADIUS/ULNA
79.12,145,Rx fx radius,CL RED-INT FIX RAD/ULNA
79.22,145,Rx fx radius,OPEN REDUC-RADIUS/ULN FX
79.32,145,Rx fx radius,OP RED-INT FIX RAD/ULNA
79.42,145,Rx fx radius,CLS RED-RADIUS/UL EPIPHY
79.52,145,Rx fx radius,OP RED-RADIUS/ULN EPIPHY
79.62,145,Rx fx radius,DEBRID OPN FX-RADIUS/ULN
79.72,145,Rx fx radius,CL REDUC DISLOC-ELBOW
79.73,145,Rx fx radius,CL REDUC DISLOC-WRIST
79.82,145,Rx fx radius,OPEN REDUC-ELBOW DISLOC
79.83,145,Rx fx radius,OPEN REDUC-WRIST DISLOC
79.92,145,Rx fx radius,RADIUS/ULNA INJ OP NOS
78.55,146,Rx fx hip,INTERNAL FIXATION-FEMUR
78.65,146,Rx fx hip,REMOVE IMP DEVICE-FEMUR
79.05,146,Rx fx hip,CL FX REDUC-FEMUR
79.15,146,Rx fx hip,CLOSED RED-INT FIX FEMUR
79.25,146,Rx fx hip,OPEN REDUCTION-FEMUR FX
79.35,146,Rx fx hip,OPEN REDUC-INT FIX FEMUR
79.45,146,Rx fx hip,CLOSE REDUC-FEMUR EPIPHY
79.55,146,Rx fx hip,OPN RED-SEP EPIPHY-FEMUR
79.65,146,Rx fx hip,DEBRID OPN FX-FEMUR
79.75,146,Rx fx hip,CL REDUC DISLOC-HIP
79.85,146,Rx fx hip,OPEN REDUC-HIP DISLOCAT
79.95,146,Rx fx hip,FEMUR INJURY OP NOS
78.56,147,Rx fx leg,INTERNAL FIX-PATELLA
78.57,147,Rx fx leg,INT FIXATION-TIBIA/FIBUL
78.58,147,Rx fx leg,INT FIXATION-METATAR/TAR
78.66,147,Rx fx leg,REMOV IMP DEVICE-PATELLA
78.67,147,Rx fx leg,REMOV IMP DEV-TIB/FIBULA
78.68,147,Rx fx leg,REMOVE IMP DEV-METAT/TAR
79.06,147,Rx fx leg,CL FX REDUC-TIBIA/FIBULA
79.07,147,Rx fx leg,CL FX REDUC-METATAR/TAR
79.08,147,Rx fx leg,CL FX REDUC-TOE
79.16,147,Rx fx leg,CL RED-INT FIX TIB/FIBU
79.17,147,Rx fx leg,CL RED-INT FIX METAT/TAR
79.18,147,Rx fx leg,CLOSE RED-INT FIX TOE FX
79.26,147,Rx fx leg,OPEN REDUC-TIBIA/FIB FX
79.27,147,Rx fx leg,OPEN REDUC-METAT/TARS FX
79.28,147,Rx fx leg,OPEN REDUCTION-TOE FX
79.36,147,Rx fx leg,OP RED-INT FIX TIB/FIBUL
79.37,147,Rx fx leg,OP RED-INT FIX METAT/TAR
79.38,147,Rx fx leg,OPEN REDUCT-INT FIX TOE
79.46,147,Rx fx leg,CLS RED-TIBIA/FIB EPIPHY
79.56,147,Rx fx leg,OP RED-TIBIA/FIB EPIPHYS
79.66,147,Rx fx leg,DEBRID OPN FX-TIBIA/FIB
79.67,147,Rx fx leg,DEBRID OPN FX-METAT/TAR
79.68,147,Rx fx leg,DEBRID OPN FX-TOE
79.76,147,Rx fx leg,CL REDUC DISLOC-KNEE
79.77,147,Rx fx leg,CL REDUC DISLOC-ANKLE
79.78,147,Rx fx leg,CL REDUC DISLOC-FOOT/TOE
79.86,147,Rx fx leg,OPEN REDUC-KNEE DISLOCAT
79.87,147,Rx fx leg,OPEN REDUC-ANKLE DISLOC
79.88,147,Rx fx leg,OPN REDUC DISLOC-FT/TOE
79.96,147,Rx fx leg,TIBIA/FIBULA INJ OP NOS
79.97,147,Rx fx leg,METATARS/TARS INJ OP NOS
79.98,147,Rx fx leg,TOE INJURY OPERATION NOS
78.50,148,Ot fx procs,INT FIX W/O FX REDUC NOS
78.51,148,Ot fx procs,INT FIXATION-CHEST CAGE
78.52,148,Ot fx procs,INT FIXATION-HUMERUS
78.54,148,Ot fx procs,INT FIXATION-METACAR/CAR
78.59,148,Ot fx procs,INT FIX-NO FX REDUCT NEC
78.60,148,Ot fx procs,REMOVE IMP DEVICE NOS
78.61,148,Ot fx procs,REMOV IMP DEV-CHEST CAGE
78.62,148,Ot fx procs,REMOVE IMPL DEV-HUMERUS
78.64,148,Ot fx procs,REMOV IMP DEV-METAC/CARP
78.69,148,Ot fx procs,REMOVE IMPL DEVICE NEC
79.00,148,Ot fx procs,CLOSED FX REDUCTION NOS
79.01,148,Ot fx procs,CLOSED FX REDUCT HUMERUS
79.03,148,Ot fx procs,CL FX REDUC-METACAR/CAR
79.04,148,Ot fx procs,CL FX REDUC-FINGER
79.09,148,Ot fx procs,CLOSED FX REDUCTION NEC
79.10,148,Ot fx procs,CL FX REDUC-INT FIX NOS
79.11,148,Ot fx procs,CLOS RED-INT FIX HUMERUS
79.13,148,Ot fx procs,CL RED-INT FIX METAC/CAR
79.14,148,Ot fx procs,CLOSE RED-INT FIX FINGER
79.19,148,Ot fx procs,CL FX REDUC-INT FIX NEC
79.20,148,Ot fx procs,OPEN FX REDUCTION NOS
79.21,148,Ot fx procs,OPEN REDUC-HUMERUS FX
79.23,148,Ot fx procs,OPEN REDUC-METAC/CAR FX
79.24,148,Ot fx procs,OPEN REDUCTION-FINGER FX
79.29,148,Ot fx procs,OPEN FX REDUCTION NEC
79.30,148,Ot fx procs,OPN FX RED W INT FIX NOS
79.31,148,Ot fx procs,OPEN RED-INT FIX HUMERUS
79.33,148,Ot fx procs,OP RED-INT FIX METAC/CAR
79.34,148,Ot fx procs,OPEN RED-INT FIX FINGER
79.39,148,Ot fx procs,OPN FX RED W INT FIX NEC
79.40,148,Ot fx procs,CLS REDUC-SEP EPIPHY NOS
79.41,148,Ot fx procs,CLOSE RED-HUMERUS EPIPHY
79.49,148,Ot fx procs,CLS REDUC-SEP EPIPHY NEC
79.50,148,Ot fx procs,OPEN RED-SEP EPIPHY NOS
79.51,148,Ot fx procs,OPN RED-SEP EPIPHY-HUMER
79.59,148,Ot fx procs,OPEN RED-SEP EPIPHY NEC
79.60,148,Ot fx procs,OPEN FX SITE DEBRIDE NOS
79.61,148,Ot fx procs,DEBRID OPEN FX-HUMERUS
79.63,148,Ot fx procs,DEBRID OPN FX-METAC/CAR
79.64,148,Ot fx procs,DEBRID OPN FX-FINGER
79.69,148,Ot fx procs,OPEN FX SITE DEBRIDE NEC
79.70,148,Ot fx procs,CL REDUC DISLOC NOS
79.71,148,Ot fx procs,CL REDUC DISLOC-SHOULDER
79.74,148,Ot fx procs,CL REDUC DISLOC-HAND/FNG
79.79,148,Ot fx procs,CL REDUC DISLOCATION NEC
79.80,148,Ot fx procs,OPEN REDUC-DISLOCAT NOS
79.81,148,Ot fx procs,OPN REDUC DISLOC-SHOULDR
79.84,148,Ot fx procs,OPN REDUC DISLOC-HAND
79.89,148,Ot fx procs,OPEN REDUC-DISLOCAT NEC
79.90,148,Ot fx procs,UNSPEC OP BONE INJ NOS
79.91,148,Ot fx procs,HUMERUS INJURY OP NOS
79.93,148,Ot fx procs,METACARP/CARP INJ OP NOS
79.94,148,Ot fx procs,FINGER INJURY OP NOS
79.99,148,Ot fx procs,UNSPEC OP-BONE INJ NEC
84.94,148,Ot fx procs,Ins strn fix w rgd plate (Begin 2010)
80.20,149,Arthroscopy,ARTHROSCOPY NOS
80.21,149,Arthroscopy,SHOULDER ARTHROSCOPY
80.22,149,Arthroscopy,ELBOW ARTHROSCOPY
80.23,149,Arthroscopy,WRIST ARTHROSCOPY
80.24,149,Arthroscopy,HAND & FINGER ARTHROSCOP
80.25,149,Arthroscopy,HIP ARTHROSCOPY
80.26,149,Arthroscopy,KNEE ARTHROSCOPY
80.27,149,Arthroscopy,ANKLE ARTHROSCOPY
80.28,149,Arthroscopy,FOOT & TOE ARTHROSCOPY
80.29,149,Arthroscopy,ARTHROSCOPY NEC
81.45,149,Arthroscopy,CRUCIATE LIG REPAIR NEC
80.40,150,Div joint,JT STRUCTUR DIVISION NOS
80.41,150,Div joint,SHOULDER STRUCT DIVISION
80.42,150,Div joint,ELBOW STRUCTURE DIVISION
80.43,150,Div joint,WRIST STRUCTURE DIVISION
80.44,150,Div joint,HAND JOINT STRUCT DIVIS
80.45,150,Div joint,HIP STRUCTURE DIVISION
80.46,150,Div joint,KNEE STRUCTURE DIVISION
80.47,150,Div joint,ANKLE STRUCTURE DIVISION
80.48,150,Div joint,FOOT JOINT STRUCT DIVIS
80.49,150,Div joint,JT STRUCTUR DIVISION NEC
80.6,151,Exc cart kne,EXCIS KNEE SEMILUN CARTL
00.80,152,Arthropl kne,REV KNEE REPLACEMT-TOTAL (Begin 2005)
00.81,152,Arthropl kne,REV KNEE REPL-TIBIA COMP (Begin 2005)
00.82,152,Arthropl kne,REV KNEE REPL-FEMUR COMP (Begin 2005)
00.83,152,Arthropl kne,REV KNEE REPLACE-PATELLA (Begin 2005)
00.84,152,Arthropl kne,REV KNEE REPL-TIBIA LIN (Begin 2005)
81.41,152,Arthropl kne,TOTAL KNEE REPLACEMENT (Begin 1980 End 1989)
81.42,152,Arthropl kne,FIVE-IN-ONE KNEE REPAIR
81.43,152,Arthropl kne,TRIAD KNEE REPAIR
81.44,152,Arthropl kne,PATELLAR STABILIZATION
81.46,152,Arthropl kne,COLLATERL LIG REPAIR NEC
81.47,152,Arthropl kne,OTHER REPAIR OF KNEE
81.54,152,Arthropl kne,TOTAL KNEE REPLACEMENT (Begin 1989)
81.55,152,Arthropl kne,REVISE KNEE REPLACEMENT (Begin 1989)
00.70,153,Hip replace,REV HIP REPL-ACETAB/FEM (Begin 2005)
00.71,153,Hip replace,REV HIP REPL-ACETAB COMP (Begin 2005)
00.72,153,Hip replace,REV HIP REPL-FEM COMP (Begin 2005)
00.73,153,Hip replace,REV HIP REPL-LINER/HEAD (Begin 2005)
00.74,153,Hip replace,HIP REPL SURF-METAL/POLY (Begin 2005)
00.75,153,Hip replace,HIP REP SURF-METAL/METAL (Begin 2005)
00.76,153,Hip replace,HIP REP SURF-CERMC/CERMC (Begin 2005)
00.77,153,Hip replace,HIP REPL SURF-CERMC/POLY (Begin 2006)
00.85,153,Hip replace,RESRF HIP
00.86,153,Hip replace,RESRF HIP
00.87,153,Hip replace,RESRF HIP
81.51,153,Hip replace,TOT HIP REPLACE (W/MET)(Begin 1989)
81.52,153,Hip replace,PARTIAL HIP REPLACEMENT (Begin 1989)
81.53,153,Hip replace,REVISE HIP REPLACEMENT (Begin 1989)
81.69,153,Hip replace,OTH HIP REPAIR (Begin 1980 End 1989)
81.48,154,Ot arthropla,TOTAL ANKLE REPLACEMENT (Begin 1980 End 1989)
81.49,154,Ot arthropla,OTHER REPAIR OF ANKLE
81.56,154,Ot arthropla,TOTAL ANKLE REPLACEMENT (Begin 1989)
81.57,154,Ot arthropla,REPL JOINT OF FOOT; TOE (Begin 1989)
81.59,154,Ot arthropla,REV OF JOINT REPLACE OF LOWER EXT NEC (Begin 1989)
81.71,154,Ot arthropla,ARTHRPLAS (HAND/FINGR)WIT(Begin 1989)
81.72,154,Ot arthropla,ARTHROPLASTY METACAR W/O (Begin 1989)
81.73,154,Ot arthropla,TOTAL WRIST REPLACEMENT (Begin 1989)
81.74,154,Ot arthropla,ARTHROPLASTY CARPAL WIT (Begin 1989)
81.75,154,Ot arthropla,ARTHROPLASTY CARPAL W/O (Begin 1989)
81.79,154,Ot arthropla,OTH REPAIR (HAND/FINGR)(Begin 1989)
81.80,154,Ot arthropla,TOTAL SHOULDER REPLACE (Begin 1989)
81.81,154,Ot arthropla,(ARTHRPLST) SHOULDER WIT(Begin 1989)
81.82,154,Ot arthropla,REP RECUR SHLDER DISLOC
81.83,154,Ot arthropla,SHOULDER ARTHROPLAST NEC
81.84,154,Ot arthropla,ARTHRPLST ELBOW WIT (Begin 1989)
81.85,154,Ot arthropla,ELBOW ARTHROPLASTY NEC
81.86,154,Ot arthropla,ARTHRPLST CARPALS WIT (Begin 1980 End 1989)
81.87,154,Ot arthropla,OTH REPAIR WRIST (Begin 1980 End 1989)
81.88,154,Ot arthropla,Rvrs totl shldr replacmt (Begin 2010)
81.97,154,Ot arthropla,REVIS UP EXTR JNT REPL (Begin 1992)
81.91,155,Arthcentesis,ARTHROCENTESIS
82.92,156,Inject musc,ASPIRATION BURSA OF HAND
82.93,156,Inject musc,ASPIR SOFT TISS HAND NEC
82.94,156,Inject musc,INJECT BURSA OF HAND
82.95,156,Inject musc,INJECT TENDON OF HAND
82.96,156,Inject musc,HAND SFT TISSU INJEC NEC
83.94,156,Inject musc,ASPIRATION OF BURSA
83.95,156,Inject musc,SOFT TISSUE ASPIRAT NEC
83.96,156,Inject musc,INJECTION INTO BURSA
83.97,156,Inject musc,INJECTION INTO TENDON
83.98,156,Inject musc,SOFT TISSUE INJECT NEC
84.10,157,Amputat leg,LOWER LIMB AMPUTAT NOS
84.11,157,Amputat leg,TOE AMPUTATION
84.12,157,Amputat leg,AMPUTATION THROUGH FOOT
84.13,157,Amputat leg,DISARTICULATION OF ANKLE
84.14,157,Amputat leg,AMPUTAT THROUGH MALLEOLI
84.15,157,Amputat leg,BELOW KNEE AMPUTAT NEC
84.16,157,Amputat leg,DISARTICULATION OF KNEE
84.17,157,Amputat leg,ABOVE KNEE AMPUTATION
84.18,157,Amputat leg,DISARTICULATION OF HIP
84.19,157,Amputat leg,HINDQUARTER AMPUTATION
81.00,158,Spinal fus,SPINAL FUSION NOS
81.01,158,Spinal fus,ATLAS-AXIS FUSION
81.02,158,Spinal fus,OTHER CERVICAL FUS (ANT)(Begin 1989)
81.03,158,Spinal fus,(DORSAL) SPINAL FUS (Begin 1989)
81.04,158,Spinal fus,DORSOLUM FUS W/ H ROD (Begin 1989)
81.05,158,Spinal fus,OTH DORSOLUM FUS (Begin 1989)
81.06,158,Spinal fus,LUMBAR SPINAL FUS (Begin 1989)
81.07,158,Spinal fus,LUMBOSAC SPINAL FUS (Begin 1989)
81.08,158,Spinal fus,REFUSION OF SPINE (Begin 1989)
81.09,158,Spinal fus,OTHER SPINAL FUS (Begin 1989)
81.30,158,Spinal fus,REFUSION SPINE; NOS (Begin 2001)
81.31,158,Spinal fus,REFUSION ATLAS-AXIS SPINE (Begin 2001)
81.32,158,Spinal fus,REFUSION CERVICAL SPINE ANT (Begin 2001)
81.33,158,Spinal fus,REFUSION CERVICAL SPINE POST (Begin 2001)
81.34,158,Spinal fus,REFUSION DORSAL SPINE ANT (Begin 2001)
81.35,158,Spinal fus,REFUSION DORSAL SPINE POST TECH (Begin 2001)
81.36,158,Spinal fus,REFUSION LUMBAR SPINE ANT (Begin 2001)
81.37,158,Spinal fus,REFUSION LUMBAR SPINE LAT (Begin 2001)
81.38,158,Spinal fus,REFUSION LUMBAR SPINE POST (Begin 2001)
81.39,158,Spinal fus,REFUSION SPINE NEC (Begin 2001)
81.61,158,Spinal fus,SPINAL FUSION SINGLE INCISION APP (Begin 2002 End 2005
81.62,158,Spinal fus,FUSION OR REFUSION OF 2-3 VERTEBRAE (Begin 2003)
81.63,158,Spinal fus,FUSION OR REFUSION OF 4-8 VERTEBRAE (Begin 2003)
81.64,158,Spinal fus,FUSION OR REFUSION OF 9 OR MORE VERTEBRAE (Begin 2003)
84.51,158,Spinal fus,INSERT INTERBODY SPINAL FUSION DEVICE (Begin 2002)
76.11,159,Dx prs muscu,FACIAL BONE BIOPSY
76.19,159,Dx prs muscu,FACIAL BONE DX PROC NEC
77.40,159,Dx prs muscu,BONE BIOPSY NOS
77.41,159,Dx prs muscu,CHEST CAGE BONE BIOPSY
77.42,159,Dx prs muscu,HUMERUS BIOPSY
77.43,159,Dx prs muscu,RADIUS & ULNA BIOPSY
77.44,159,Dx prs muscu,METACARPAL/CARPAL BIOPSY
77.45,159,Dx prs muscu,FEMORAL BIOPSY
77.46,159,Dx prs muscu,PATELLAR BIOPSY
77.47,159,Dx prs muscu,TIBIA & FIBULA BIOPSY
77.48,159,Dx prs muscu,METATARSAL/TARSAL BIOPSY
77.49,159,Dx prs muscu,BONE BIOPSY NEC
78.80,159,Dx prs muscu,OTHER BONE DX PROC NOS
78.81,159,Dx prs muscu,OTH DX PROCED-CHEST CAGE
78.82,159,Dx prs muscu,OTH DX PROCED-HUMERUS
78.83,159,Dx prs muscu,OTH DX PROC-RADIUS/ULNA
78.84,159,Dx prs muscu,OTH DX PROC-METACAR/CAR
78.85,159,Dx prs muscu,OTH DX PROCED-FEMUR
78.86,159,Dx prs muscu,OTH DX PROCED-PATELLA
78.87,159,Dx prs muscu,OTH DX PROC-TIBIA/FIBULA
78.88,159,Dx prs muscu,OTH DX PROC-METATAR/TAR
78.89,159,Dx prs muscu,OTHER BONE DX PROC NEC
80.30,159,Dx prs muscu,JOINT BIOPSY NOS
80.31,159,Dx prs muscu,SHOULDER JOINT BIOPSY
80.32,159,Dx prs muscu,ELBOW JOINT BIOPSY
80.33,159,Dx prs muscu,WRIST JOINT BIOPSY
80.34,159,Dx prs muscu,HAND/FINGER JOINT BIOPSY
80.35,159,Dx prs muscu,HIP JOINT BIOPSY
80.36,159,Dx prs muscu,KNEE JOINT BIOPSY
80.37,159,Dx prs muscu,ANKLE JOINT BIOPSY
80.38,159,Dx prs muscu,FOOT & TOE JOINT BIOPSY
80.39,159,Dx prs muscu,JOINT BIOPSY NEC
83.21,159,Dx prs muscu,SOFT TISSUE BIOPSY
83.29,159,Dx prs muscu,SOFT TISSUE DX PROC NEC
82.01,160,Rx prs musc,EXPLOR TEND SHEATH-HAND
82.02,160,Rx prs musc,MYOTOMY OF HAND
82.03,160,Rx prs musc,BURSOTOMY OF HAND
82.04,160,Rx prs musc,I & D PALMAR/THENAR SPAC
82.09,160,Rx prs musc,INC SOFT TISSUE HAND NEC
82.11,160,Rx prs musc,TENOTOMY OF HAND
82.12,160,Rx prs musc,FASCIOTOMY OF HAND
82.19,160,Rx prs musc,DIV SOFT TISSUE HAND NEC
82.21,160,Rx prs musc,EXC LES TEND SHEATH HAND
82.22,160,Rx prs musc,EXCISION HAND MUSCLE LES
82.29,160,Rx prs musc,EXC LES SFT TISS HND NEC
82.31,160,Rx prs musc,BURSECTOMY OF HAND
82.32,160,Rx prs musc,EXCIS HAND TEND FOR GRFT
82.33,160,Rx prs musc,HAND TENONECTOMY NEC
82.34,160,Rx prs musc,EXC HND MUS/FAS FOR GRFT
82.35,160,Rx prs musc,HAND FASCIECTOMY NEC
82.36,160,Rx prs musc,OTHER MYECTOMY OF HAND
82.39,160,Rx prs musc,HAND SOFT TISSUE EXC NEC
82.41,160,Rx prs musc,SUTURE TENDN SHEATH HAND
82.42,160,Rx prs musc,DELAY SUT FLEX TEND HAND
82.43,160,Rx prs musc,DELAY SUT HAND TEND NEC
82.44,160,Rx prs musc,SUTUR FLEX TEND HAND NEC
82.45,160,Rx prs musc,SUTURE HAND TENDON NEC
82.46,160,Rx prs musc,SUTURE HAND MUSCLE/FASC
82.51,160,Rx prs musc,HAND TENDON ADVANCEMENT
82.52,160,Rx prs musc,HAND TENDON RECESSION
82.53,160,Rx prs musc,HAND TENDON REATTACHMENT
82.54,160,Rx prs musc,HAND MUSCLE REATTACHMENT
82.55,160,Rx prs musc,CHNG HND MUS/TEN LNG NEC
82.56,160,Rx prs musc,TRANSPLANT HAND TEND NEC
82.57,160,Rx prs musc,TRANSPOSIT HAND TEND NEC
82.58,160,Rx prs musc,TRANSPLANT HAND MUSC NEC
82.59,160,Rx prs musc,TRANSPOSIT HAND MUSC NEC
82.61,160,Rx prs musc,POLLICIZATION OPERATION
82.69,160,Rx prs musc,THUMB RECONSTRUCTION NEC
82.71,160,Rx prs musc,HAND TEND PULLEY RECONST
82.72,160,Rx prs musc,PLAST OP HND-MUS/FAS GRF
82.79,160,Rx prs musc,PLAST OP HAND W GRFT NEC
82.81,160,Rx prs musc,TRANSFER OF FINGER
82.82,160,Rx prs musc,REPAIR OF CLEFT HAND
82.83,160,Rx prs musc,REPAIR OF MACRODACTYLY
82.84,160,Rx prs musc,REPAIR OF MALLET FINGER
82.85,160,Rx prs musc,OTHER TENODESIS OF HAND
82.86,160,Rx prs musc,OTHER TENOPLASTY OF HAND
82.89,160,Rx prs musc,HAND PLASTIC OP NEC
82.91,160,Rx prs musc,LYSIS OF HAND ADHESIONS
82.99,160,Rx prs musc,HAND MUS/TEN/FAS/OPS NEC
83.01,160,Rx prs musc,TENDON SHEATH EXPLORAT
83.02,160,Rx prs musc,MYOTOMY
83.03,160,Rx prs musc,BURSOTOMY
83.09,160,Rx prs musc,SOFT TISSUE INCISION NEC
83.11,160,Rx prs musc,ACHILLOTENOTOMY
83.12,160,Rx prs musc,ADDUCTOR TENOTOMY OF HIP
83.13,160,Rx prs musc,OTHER TENOTOMY
83.14,160,Rx prs musc,FASCIOTOMY
83.19,160,Rx prs musc,SOFT TISSUE DIVISION NEC
83.31,160,Rx prs musc,EXCIS LES TENDON SHEATH
83.32,160,Rx prs musc,EXCIS LESION OF MUSCLE
83.39,160,Rx prs musc,EXC LES SOFT TISSUE NEC
83.41,160,Rx prs musc,TENDON EXCISION FOR GRFT
83.42,160,Rx prs musc,OTHER TENONECTOMY
83.43,160,Rx prs musc,MUSC/FASC EXCIS FOR GRFT
83.44,160,Rx prs musc,OTHER FASCIECTOMY
83.45,160,Rx prs musc,OTHER MYECTOMY
83.49,160,Rx prs musc,OTHER SOFT TISSUE EXCIS
83.5,160,Rx prs musc,BURSECTOMY
83.61,160,Rx prs musc,TENDON SHEATH SUTURE
83.62,160,Rx prs musc,DELAYED TENDON SUTURE
83.63,160,Rx prs musc,ROTATOR CUFF REPAIR
83.64,160,Rx prs musc,OTHER SUTURE OF TENDON
83.65,160,Rx prs musc,OTHER MUSCLE/FASC SUTURE
83.71,160,Rx prs musc,TENDON ADVANCEMENT
83.72,160,Rx prs musc,TENDON RECESSION
83.73,160,Rx prs musc,TENDON REATTACHMENT
83.74,160,Rx prs musc,MUSCLE REATTACHMENT
83.75,160,Rx prs musc,TENDON TRNSFR/TRANSPLANT
83.76,160,Rx prs musc,OTHER TENDON TRANSPOSIT
83.77,160,Rx prs musc,MUSCLE TRNSFR/TRANSPLANT
83.79,160,Rx prs musc,OTHER MUSCLE TRANSPOSIT
83.81,160,Rx prs musc,TENDON GRAFT
83.82,160,Rx prs musc,MUSCLE OR FASCIA GRAFT
83.83,160,Rx prs musc,TENDON PULLEY RECONSTRUC
83.84,160,Rx prs musc,CLUBFOOT RELEASE NEC
83.85,160,Rx prs musc,MUSC/TEND LNG CHANGE NEC
83.86,160,Rx prs musc,QUADRICEPSPLASTY
83.87,160,Rx prs musc,OTHER PLASTIC OPS MUSCLE
83.88,160,Rx prs musc,OTHER PLASTIC OPS TENDON
83.89,160,Rx prs musc,OTHER PLASTIC OPS FASCIA
83.91,160,Rx prs musc,ADHESIOLYSIS MUS/TEN/FAS
83.92,160,Rx prs musc,INSERT SKEL MUSC STIMULA
83.93,160,Rx prs musc,REMOV SKEL MUSC STIMULAT
83.99,160,Rx prs musc,MUS/TEN/FAS/BUR OP NEC
77.00,161,OR Rx bone,SEQUESTRECTOMY NOS
77.01,161,OR Rx bone,CHEST CAGE SEQUESTREC
77.02,161,OR Rx bone,HUMERUS SEQUESTRECTOMY
77.03,161,OR Rx bone,RADIUS & ULNA SEQUESTREC
77.04,161,OR Rx bone,METACARP/CARP SEQUESTREC
77.05,161,OR Rx bone,FEMORAL SEQUESTRECTOMY
77.06,161,OR Rx bone,PATELLAR SEQUESTRECTOMY
77.07,161,OR Rx bone,TIBIA/FIBULA SEQUESTREC
77.08,161,OR Rx bone,METATAR/TAR SEQUESTREC
77.09,161,OR Rx bone,SEQUESTRECTOMY NEC
77.10,161,OR Rx bone,OTHER BONE INCISION NOS
77.11,161,OR Rx bone,OTHER CHEST CAGE INCIS
77.12,161,OR Rx bone,OTHER HUMERUS INCISION
77.13,161,OR Rx bone,OTHER RADIUS/ULNA INCIS
77.14,161,OR Rx bone,OTH METACARP/CARP INCIS
77.15,161,OR Rx bone,OTHER FEMORAL INCISION
77.16,161,OR Rx bone,OTHER PATELLAR INCISION
77.17,161,OR Rx bone,OTHER TIBIA/FIBULA INCIS
77.18,161,OR Rx bone,OTH METATARS/TARS INCIS
77.19,161,OR Rx bone,BONE INCIS W/O DIV NEC
77.20,161,OR Rx bone,WEDGE OSTEOTOMY NOS
77.21,161,OR Rx bone,CHEST CAGE WEDG OSTEOTOM
77.22,161,OR Rx bone,HUMERUS WEDGE OSTEOTOMY
77.23,161,OR Rx bone,RADIUS/ULNA WEDG OSTEOTO
77.24,161,OR Rx bone,METACAR/CAR WEDG OSTEOTO
77.25,161,OR Rx bone,FEMORAL WEDGE OSTEOTOMY
77.26,161,OR Rx bone,PATELLAR WEDGE OSTEOTOMY
77.27,161,OR Rx bone,TIBIA/FIBUL WEDG OSTEOT
77.28,161,OR Rx bone,METATAR/TAR WEDG OSTEOT
77.29,161,OR Rx bone,WEDGE OSTEOTOMY NEC
77.30,161,OR Rx bone,OTHER BONE DIVISION NOS
77.31,161,OR Rx bone,CHEST CAGE BONE DIV NEC
77.32,161,OR Rx bone,HUMERUS DIVISION NEC
77.33,161,OR Rx bone,RADIUS/ULNA DIVISION NEC
77.34,161,OR Rx bone,METACAR/CAR DIVISION NEC
77.35,161,OR Rx bone,FEMORAL DIVISION NEC
77.36,161,OR Rx bone,PATELLAR DIVISION NEC
77.37,161,OR Rx bone,TIBIA/FIBULA DIV NEC
77.38,161,OR Rx bone,METATAR/TAR DIVISION NEC
77.39,161,OR Rx bone,BONE DIVISION NEC
